explain,org,service
"나라장터에서 체결된 계약정보목록을 물품, 외자, 공사, 용역의각 업무별로 제공하는 서비스로, 각 업무별 계약상세정보, 계약변경이력정보, 계약삭제이력정보를 제공. 또한, 나라장터 검색조건인 계약체결일자, 확정계약번호, 요청번호, 공고번호, 기관명(계약기관, 수요기관), 품명, 계약방법, 계약참조번호에 따른 계약현황정보를 제공",조달청,나라장터 계약정보서비스
"조달청의 나라장터에서 제공하는 물품, 용역, 공사, 외자 입찰공고목록, 입찰공고상세정보, 기초금액정보, 면허제한정보, 참가가능지역정보, 입찰공고 변경이력를 제공하며 나라장터 입찰공고 검색조건으로도 업무별 입찰공고 정보를 제공하는 서비스",조달청,나라장터 입찰공고정보서비스
"조달청의 나라장터에서 제공하는 물품, 용역, 공사, 외자 입찰공고목록, 입찰공고상세정보, 기초금액정보, 면허제한정보, 참가가능지역정보, 입찰공고 변경이력를 제공하며 나라장터 입찰공고 검색조건으로도 업무별 입찰공고 정보를 제공하는 서비스",조달청,나라장터 입찰공고정보서비스
"나라장터 개찰결과를 물품, 공사, 용역, 외자의 업무별로 제공하는 서비스로 각 업무별로 최종낙찰자, 개찰순위, 복수예비가 및 예비가격 정보를 제공하며 개찰완료목록, 재입찰목록, 유찰목록 또한 제공",조달청,나라장터 낙찰정보서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"관광지 정보,교과서속 으뜸 관광지, 이달의 추천 관광지, 영화드라마 촬영지, 추천코스, 산소길에 대한 정보를 제공",강원도,강원도 관광지 정보서비스
부산광역시 동구 착한가격업소 현황(2015.7월말 기준)입니다.,부산광역시 동구,착한가격업소 현황(2015.7월말 기준)
부산광역시 부산진구 선정 업종별 착한가격업소현황,부산광역시 부산진구,부산광역시 부산진구_착한가격업소현황_20151201
"부산광역시 동래구 착한가격업소의 사업장명, 주소, 연락처 등",부산광역시 동래구,부산광역시 동래구_착한가격업소현황_20161128
"부산광역시 남구 착한가격업체현황(상호명,주소,연락처 등) 자료 제공",부산광역시 남구,부산광역시 남구 착한가격업체현황(2016)
북구 관내 착한가격업소 현황,부산광역시 북구,착한가격업소 현황
"물가안정 착한가격 모범업소 점포명, 소재지, 전화번호",부산광역시 연제구,물가안정 착한가격 모범업소
"업소명, 주소, 연락처, 품목가격",부산광역시 수영구,부산광역시 수영구_착한가격업소_20160425
"업소명, 주소, 연락처, 메뉴, 업소특징",부산광역시 사상구,사상구 착한가격업소
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
분양모집공고 사실을 휴대전화 문자(SMS)를 보내드리는 고객맞춤형 서비스입니다.,서울주택도시공사,SH공사 분양공고 알리미(2015년)
"LH 분양주택,상가,임대주택 입주자모집 공고문",한국토지주택공사,"LH 분양주택,상가,임대주택 입주자모집 공고문"
"여행장병 안내소(TMO)의 위치 및 연락처, 업무시간 등 관련 정보 제공",국방부,여행장병 안내소(수시)
,기타,통계청 표준산업분류 정보
대전광역시청 자동차 검사일 조회입니다. 대전광역시에 등록된 자동차에 한하여 조회가 됩니다.,대전광역시,대전광역시 자동차 검사일
색채표준정보 조회,산업통상자원부,색채표준정보
리콜된 제품의 제조국/제품명/상표/모델명/리콜정보 등 기본정보 제공,산업통상자원부,제품리콜정보
2010년 제6차 한국인인체치수조사 남성 인체치수 데이터,산업통상자원부,인체치수(남성)
2010년 제6차 한국인인체치수조사 여성 인체치수 데이터,산업통상자원부,인체치수(여성)
전국 농어촌체험마을 정보( 체험프로그램 등)를 제공합니다.,공공데이터활용지원센터,전국농어촌체험마을표준데이터
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
전주시의 지구대 현황을 제공합니다.,전라북도 전주시,지구대현황 서비스
전주시의 CCTV위치검색 서비스를 제공한다.,전라북도 전주시,CCTV위치검색 서비스
전주시에 존재하는 병원 약국 정보를 제공한다..,전라북도 전주시,병원.약국 정보 서비스
전주시에 존재하는 공용화장실 정보를 제공한다..,전라북도 전주시,화장실 정보 서비스
전주시의 주차장정보 검색 서비스를 제공한다..,전라북도 전주시,주차장정보 검색 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 영문으로 제공한다.",한국관광공사,영문 관광정보 서비스
건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스,건강보험심사평가원,병원정보서비스
건강보험심사평가원에서 관리하는 의료기관별 상세정보를 조회하는 서비스,건강보험심사평가원,의료기관별상세정보서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,"한국도로공사 고속도로영업소간 통행시간 정보, 우체국 유고통제 정보"
"상설전시-총 7개의 실로 구성되어있으며, 2,000여점의 유물을 전시하여 제공하고 있으며 전시물은 외부전시일정 및 유물의 보존 상태를 위하여 주기적으로 교체하고 있다. 상설전시실은 누구나 무료로 관람할 수 있다",문화체육관광부 국립중앙박물관 광주박물관,전시관 상설전시 정보
,기타,국립어린이민속박물관 공연전시 정보
원시문양을 편집 및 재가공이 용이한 형태인 활용중심으로 구축한 디자인 DB,한국문화정보원,"문화디자인 DB(2D, 3D)_2016"
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
"22개 중앙부처에서 제공하는 복지서비스 정보
전국민이 받을 수 있는 복지서비스를 모아 다양한 복지서비스를 한눈에 볼수 있고
내가 받을 수 있는 복지서비스를 한번에 조회할 수 있는 정보",사회보장정보원,중앙부처 복지서비스
"미세먼지 및 오존 등의 측정소별/시도별 실시간 대기오염 측정정보와 통합대기환경지수가 나쁨 이상 측정소 내역, 대기질(미세먼지/오존) 예보 통보 내역 등을 제공하는 대기오염정보 조회 서비스",한국환경공단,대기오염정보 조회 서비스
"산재근로자들의 직업훈련기관 명단 주소, 연락처 등 정보제공",근로복지공단,산재근로자 직업훈련기관 정보(2016년2월)
"전국의 직장어린이집 주소, 이름, 연락처 관련 정보",근로복지공단,직장어린이집현황(2017년2월)
산업재해보상보험법 제43조에 따라 산재보험의료기관으로 지정된 전국 병의원보건소에 관한 정보,근로복지공단,전국 산재보험 지정의료기관 현황정보 (2017년)
근로복지공단 소속병원(산재병원)과 의료전달체계등 협력관계에 있는 병원 정보,근로복지공단,근로복지공단 협력병원 정보 (2017년)
"영세사업주(근로자수 30인 미만)의 고용보험 산재보험 사무를 무료로 대행해주는 기관(세무사, 노무사)에 대한 정보",근로복지공단,고용보험 산재보험 무료 보험사무 대힝기관 현황(2017년)
"건축물대장에서 관리하고 있는 총괄표제부, 표제부, 층별개요, 부속지번, 전유공용면적, 오수정화시설, 주택가격, 전유부, 지역지구구역 등 정보를 제공한다.",국토교통부,건축물대장정보 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
,기타,농림수산식품교육문화정보원 : 농수산물 경매가격 정보
"한국관광공사가 보유하고 있는 관광사진갤러리 콘텐츠의 사진 제목, 촬영장소, 촬영일 등의 정보를 제공",한국관광공사,한국관광공사 관광사진갤러리 서비스
"코드조회 및 관광정보의 통합/상세 검색 및 위치기반,지역기반 등 국내 관광에 대한 전반적인 정보를 국문으로 제공한다.",한국관광공사,국문 관광정보 서비스
건강보험심사평가원에서 관리하는 질병 정보를 조회하는 서비스,건강보험심사평가원,질병정보서비스
요양기관기호 기준으로 최근 1년간 의원에서 진료된 상위 5개의 질병명 목록을 조회하는 병원진료정보 조회서비스,건강보험심사평가원,병원진료정보조회서비스
건강보험심사평가원에서 관리하는 의료기관별 상세정보를 조회하는 서비스,건강보험심사평가원,의료기관별상세정보서비스
"기준년월 등을 기준으로 개폐업된 병원, 약국의 목록을 조회하는 요양기관개폐업정보 조회서비스",건강보험심사평가원,요양기관개폐업정보조회서비스
건강보험심사평가원에서 관리하는 병원 정보를 조회하는 서비스,건강보험심사평가원,병원정보서비스
건강보험심사평가원에서 사용되는 각종 병원 코드정보를 조회하는 서비스,건강보험심사평가원,병원코드정보서비스
,기타,"서울시 교통정보센터, 한국도로공사 : 교통정보"
반려동물 등록대행업체 조회 정보를 조회할 수 있다.,농림축산식품부 농림축산검역본부,반려동물 등록대행업체 조회 서비스
동물보호관리시스템의 유기동물 정보를 조회할 수 있다.,농림축산식품부 농림축산검역본부,동물보호관리시스템 유기동물 조회 서비스
"건축물대장에서 관리하고 있는 총괄표제부, 표제부, 층별개요, 부속지번, 전유공용면적, 오수정화시설, 주택가격, 전유부, 지역지구구역 등 정보를 제공한다.",국토교통부,건축물대장정보 서비스
